date,code,name,call_vol,put_vol,pcr_vol
2024-05-13,510300,沪深300ETF,500595.0,461418.0,92.17
2024-05-13,510500,中证500ETF,513675.0,564106.0,109.82
2024-05-13,588000,科创50ETF,227950.0,149625.0,65.64
2024-05-13,588080,科创板50ETF,148309.0,178233.0,120.18
2024-05-14,510050,上证50ETF,439819.0,437856.0,99.55
2024-05-14,510300,沪深300ETF,434968.0,356074.0,81.86
2024-05-14,510500,中证500ETF,450331.0,411722.0,91.43
2024-05-14,588000,科创50ETF,189140.0,128169.0,67.76
2024-05-14,588080,科创板50ETF,156775.0,152907.0,97.53
2024-05-15,510050,上证50ETF,601979.0,593449.0,98.58
2024-05-15,510300,沪深300ETF,481098.0,442783.0,92.04
2024-05-15,510500,中证500ETF,466799.0,536376.0,114.91
2024-05-15,588000,科创50ETF,216877.0,148894.0,68.65
2024-05-15,588080,科创板50ETF,210151.0,154280.0,73.41
2024-05-16,510050,上证50ETF,578151.0,565098.0,97.74
2024-05-16,510300,沪深300ETF,553478.0,511555.0,92.43
2024-05-16,510500,中证500ETF,576243.0,579999.0,100.65
2024-05-16,588000,科创50ETF,221720.0,162337.0,73.22
2024-05-16,588080,科创板50ETF,234032.0,156322.0,66.8
2024-05-17,510050,上证50ETF,786341.0,694181.0,88.28
2024-05-17,510300,沪深300ETF,656278.0,583704.0,88.94
2024-05-17,510500,XD中证500ETF,676956.0,754271.0,111.42
2024-05-17,588000,科创50ETF,252775.0,177353.0,70.16
